id,time,kmh,lon,lat
3,2017-12-17 11:53:50,191,27.001840481562187,60.8839033927581
65,2017-12-17 11:53:50,128,25.077472686355478,60.34940723042159
9661,2017-12-17 11:53:50,3,24.856642568056337,60.63217019806474
8337,2017-12-17 11:53:50,63,24.617076962712805,60.19591229706065
11337,2017-12-17 11:53:50,0,23.963759494383563,60.17593591675862
9073,2017-12-17 11:53:50,117,24.887738506820664,60.312424397124055
2718,2017-12-17 11:53:50,62,29.796475880520326,62.56903506678695
9072,2017-12-17 11:53:50,52,24.87634205217371,60.23975551792561
3043,2017-12-17 11:53:50,75,24.975269715689763,64.36430591224413
9368,2017-12-17 11:53:50,0,25.10638791098736,60.404115963631845
8336,2017-12-17 11:53:51,73,24.817614666692887,60.21921998091048
8682,2017-12-17 11:53:51,36,24.9395374949777,60.176459366669285
8677,2017-12-17 11:53:51,115,24.89536796655125,60.30968292805614
8675,2017-12-17 11:53:52,1,25.028274524563788,60.262189430281275
8341,2017-12-17 11:53:52,0,24.940181392771013,60.17383813600507
23,2017-12-17 11:53:52,201,22.94536848539871,62.532384147207445
142,2017-12-17 11:53:52,0,23.778850100336005,61.491884947896374
11214,2017-12-17 11:53:52,118,22.40638629589145,60.44535723150365
53063,2017-12-17 11:53:53,68,22.974124951111715,62.35258268526364
8513,2017-12-17 11:53:53,98,24.461692571157336,60.11629373048988
2618,2017-12-17 11:53:53,18,26.712656356360792,60.86572409254246
63,2017-12-17 11:53:53,0,27.124904632594344,62.62439349426399
9665,2017-12-17 11:53:54,87,25.040397103487553,60.284299423983605
711,2017-12-17 11:53:54,141,25.72892778517734,64.92646636890188
169,2017-12-17 11:53:54,60,24.78123553051557,60.74317052623179
9354,2017-12-17 11:53:54,107,24.973844121746463,60.23202518201595
11313,2017-12-17 11:53:55,55,21.487239958816577,60.78490598991631
482,2017-12-17 11:53:55,99,24.37678967543381,62.389692891228115
24,2017-12-17 11:53:56,0,25.482375947336646,65.01007966667945
9835,2017-12-17 11:53:56,108,25.05127681380362,60.307993387837925
65680,2017-12-17 11:53:56,0,28.51856287615214,64.7831136966559
2688,2017-12-17 11:53:56,80,28.61521485301302,61.15082103364638
9933,2017-12-17 11:53:56,78,25.634152432619832,60.97686154864159
11802,2017-12-17 11:53:56,34,24.949060845712143,60.22136977143849
5418,2017-12-17 11:53:56,49,24.811924527751167,64.2305523212243
5486,2017-12-17 11:53:57,51,22.849393431160372,63.61322473413876
5412,2017-12-17 11:53:57,59,25.263635634859348,64.75507357532516
416,2017-12-17 11:53:57,0,25.704356571257335,66.4981719500439
170,2017-12-17 11:53:57,177,24.550725146630278,60.95528933782723
723,2017-12-17 11:53:57,119,27.516558654758114,62.26742799770555
8506,2017-12-17 11:53:58,34,24.940026662838218,60.17571304201571
2455,2017-12-17 11:53:58,19,26.74841799770221,60.86837243866306
6,2017-12-17 11:53:58,145,27.87131667159709,60.96975952018758
8515,2017-12-17 11:53:58,73,24.81761659453327,60.21922425568403
9080,2017-12-17 11:53:58,79,24.933821707560956,60.19248870872407
3430,2017-12-17 11:53:58,87,23.287073112570063,61.47419360005914
5002,2017-12-17 11:53:59,53,22.739078197903357,63.36340370299188
9362,2017-12-17 11:53:59,12,25.06052071189888,60.32361809351707
8672,2017-12-17 11:54:35,36,24.939894815507547,60.178809903774884
4582,2017-12-17 11:54:43,24,30.324433772565676,62.54841436957616
9362,2017-12-17 11:54:45,48,25.059557631228838,60.32267990709568
53322,2017-12-17 11:54:45,0,23.77157200999501,61.47790171222304
951,2017-12-17 11:54:45,86,24.694810866843426,60.20726779580161
5002,2017-12-17 11:54:45,69,22.749593211597308,63.3577646519142
9828,2017-12-17 11:54:46,54,25.13341695033172,60.497431146684
3432,2017-12-17 11:54:46,73,24.245268646056825,61.61831082777319
6,2017-12-17 11:54:46,140,27.84233490025801,60.96095873141628
74,2017-12-17 11:54:47,158,25.549792516671456,60.956558693265215
5222,2017-12-17 11:54:47,80,26.87090551479052,64.5611343303709
54334,2017-12-17 11:54:47,84,26.022338317484337,62.24069442049717
8679,2017-12-17 11:54:47,58,24.86172996418712,60.248915555063526
5220,2017-12-17 11:54:47,78,28.64495677922595,64.41613478179804
716,2017-12-17 11:54:47,41,28.112247772863732,64.33926489274926
9077,2017-12-17 11:54:48,79,25.007302583742877,60.24921830941672
66,2017-12-17 11:54:48,83,27.125451173683764,62.61459661973684
8108,2017-12-17 11:54:48,0,24.81366058768744,60.21913507223419
424,2017-12-17 11:54:48,0,24.70694873428888,62.255374359943524
2087,2017-12-17 11:54:48,0,28.11454910811809,60.911755409221485
761,2017-12-17 11:54:48,32,29.778594598843977,62.601482671200706
9373,2017-12-17 11:54:48,0,25.068650068329756,60.333065168932755
8512,2017-12-17 11:54:48,20,24.657332058532084,60.20529265252268
443,2017-12-17 11:54:49,4,22.846314758096952,62.791348535425705
9387,2017-12-17 11:54:49,0,24.941850062053806,60.173948902857234
43,2017-12-17 11:54:49,100,23.75705296113998,61.3919849836277
9656,2017-12-17 11:54:49,96,25.111035089563078,60.41863568301584
9073,2017-12-17 11:54:50,109,24.85751470509228,60.318731150609004
9661,2017-12-17 11:54:50,0,24.85665614672495,60.632180088713206
954,2017-12-17 11:54:50,163,22.867485046172494,60.41514590793561
5221,2017-12-17 11:54:50,63,29.882511338994952,64.5285586923446
8337,2017-12-17 11:54:51,33,24.60790305352712,60.19204308482971
65,2017-12-17 11:54:51,146,25.092346191003866,60.36964419938903
11337,2017-12-17 11:54:51,0,23.96375857237528,60.17593763504286
9072,2017-12-17 11:54:51,47,24.87903901333563,60.23887789075549
3,2017-12-17 11:54:51,197,27.060900125683368,60.89243918766363
2718,2017-12-17 11:54:51,71,29.81022538684041,62.56115042003018
9368,2017-12-17 11:54:51,0,25.1063790261791,60.4041119822211
8677,2017-12-17 11:54:51,115,24.89536796655125,60.30968292805614
3043,2017-12-17 11:54:51,74,24.974399841766022,64.37542211794121
8675,2017-12-17 11:54:52,74,25.017871325444528,60.25535738292225
22,2017-12-17 11:54:52,0,22.845695670718257,62.791405406638404
8682,2017-12-17 11:54:52,37,24.93825414177358,60.181664486624385
8336,2017-12-17 11:54:52,123,24.846879662519147,60.222820553144224
11214,2017-12-17 11:54:53,117,22.441939143929872,60.442829836274996
8341,2017-12-17 11:54:53,0,24.94017778855816,60.17382799389674
23,2017-12-17 11:54:53,158,22.940008845066913,62.560395503645616
142,2017-12-17 11:54:53,3,23.778737782837666,61.49190288516634
63,2017-12-17 11:54:54,6,27.12489128115458,62.624435455936776
9937,2017-12-17 11:54:54,0,24.78220380798232,60.735386420405554
9354,2017-12-17 11:54:54,0,24.965956415574187,60.227769647867696
9379,2017-12-17 11:54:54,0,24.966888315573296,60.22837473745323
2618,2017-12-17 11:54:54,26,26.720217922672038,60.865434916879494
53063,2017-12-17 11:54:54,76,22.970918789344392,62.36299908586673
8513,2017-12-17 11:54:54,27,24.43837478707775,60.119621723229145
169,2017-12-17 11:54:55,88,24.782535060789908,60.75402555182962
9665,2017-12-17 11:54:55,21,25.044591407836844,60.29287972679028
711,2017-12-17 11:54:55,142,25.692610507458802,64.94099589511355
11313,2017-12-17 11:54:56,50,21.47247071029846,60.788824361984695
65680,2017-12-17 11:54:56,0,28.51633789995341,64.78811865676201
9835,2017-12-17 11:54:56,130,25.061925435047524,60.32557677665054
5418,2017-12-17 11:54:56,41,24.801980070190442,64.22527742193223
170,2017-12-17 11:54:57,177,24.60430964778415,60.95064756558708
2688,2017-12-17 11:54:57,79,28.59158190937883,61.147258515263445
723,2017-12-17 11:54:57,120,27.548643741912496,62.25703137839142
24,2017-12-17 11:54:57,0,25.482375947339676,65.01007962476714
482,2017-12-17 11:54:57,96,24.38762655423171,62.37592255589177
5412,2017-12-17 11:54:57,59,25.263635634859348,64.75507357532516
8515,2017-12-17 11:54:58,0,24.812826420691927,60.219505175165345
9933,2017-12-17 11:54:58,49,25.653315558759413,60.97636496278885
2455,2017-12-17 11:54:58,22,26.754642482823492,60.868828875200144
416,2017-12-17 11:54:58,0,25.704359253471424,66.4981686391888
11802,2017-12-17 11:54:58,0,24.94414695498297,60.219479317001735
5486,2017-12-17 11:54:58,46,22.835123241049025,63.609861705041084
8506,2017-12-17 11:54:59,0,24.94026487653868,60.172837881590425
9080,2017-12-17 11:54:59,3,24.93351878557736,60.20028341765751
3430,2017-12-17 11:54:59,81,23.260735580251612,61.472764695109035
9073,2017-12-17 11:55:06,86,24.851637230764545,60.31651845390321
8513,2017-12-17 11:55:09,1,24.43760700475281,60.11964787477043
11802,2017-12-17 11:55:13,0,24.944161288032113,60.2194695520864
8506,2017-12-17 11:55:14,0,24.940260098838078,60.172833858280015
9937,2017-12-17 11:55:24,0,24.78220221540866,60.73538755196476
9080,2017-12-17 11:55:44,38,24.932737676028957,60.201536637912035
3430,2017-12-17 11:55:45,81,23.24155300811339,61.47248423662878
9362,2017-12-17 11:55:45,68,25.054284659766438,60.31289960912145
5002,2017-12-17 11:55:46,73,22.764422893740356,63.34953785588162
951,2017-12-17 11:55:46,99,24.667411803723937,60.20732501625605
53322,2017-12-17 11:55:46,0,23.771571087985137,61.47790154457896
9828,2017-12-17 11:55:47,26,25.13357050678679,60.49600844435243
8679,2017-12-17 11:55:47,58,24.86172996418712,60.248915555063526
3432,2017-12-17 11:55:47,76,24.22091863059082,61.61705718842796
54334,2017-12-17 11:55:48,69,25.997777497171903,62.24237754855481
5222,2017-12-17 11:55:48,80,26.89980355090377,64.56081154328382
2087,2017-12-17 11:55:48,0,28.114549108123512,60.91175532540322
6,2017-12-17 11:55:48,141,27.80391091501031,60.950319623644816
74,2017-12-17 11:55:48,161,25.524289570450023,60.93556630061847
716,2017-12-17 11:55:48,0,28.11582357657969,64.33751009941166
761,2017-12-17 11:55:49,34,29.779529097236363,62.60665044977147
424,2017-12-17 11:55:49,0,24.706949404849485,62.25537435994085
66,2017-12-17 11:55:49,124,27.13958046405998,62.6007339158297
8512,2017-12-17 11:55:49,66,24.678612201943736,60.2065246665602
8108,2017-12-17 11:55:49,0,24.813666538833665,60.219134317858874
9656,2017-12-17 11:55:49,60,25.106645989789058,60.40622858041232
43,2017-12-17 11:55:49,116,23.753710341986647,61.40738949671421
9373,2017-12-17 11:55:49,117,25.073023745408353,60.34061001333671
9387,2017-12-17 11:55:50,0,24.941850564963556,60.17394839993678
443,2017-12-17 11:55:50,4,22.845202060455414,62.791804510954094
11337,2017-12-17 11:55:51,0,23.96375614163575,60.17593834750881
9661,2017-12-17 11:55:51,84,24.850153717713997,60.63613006057439
3043,2017-12-17 11:55:51,83,24.97336886768741,64.38728661805136
5221,2017-12-17 11:55:51,53,29.862805736102235,64.5256431311545
954,2017-12-17 11:55:51,163,22.91590690586383,60.41619113500213
9072,2017-12-17 11:55:51,27,24.883061656315277,60.23000250305016
65,2017-12-17 11:55:51,131,25.10107421835014,60.39035419081849
9368,2017-12-17 11:55:52,0,25.10638397148509,60.40411378433734
3,2017-12-17 11:55:52,197,27.12035070178582,60.90001747585829
8336,2017-12-17 11:55:52,102,24.883213284940837,60.22181455712454
9077,2017-12-17 11:55:52,1,25.011168066027096,60.25123755179003
2718,2017-12-17 11:55:52,74,29.821247589520198,62.55134811955566
8337,2017-12-17 11:55:52,23,24.60096585517121,60.18953677005545
8677,2017-12-17 11:55:52,115,24.89536796655125,60.30968292805614
8341,2017-12-17 11:55:53,0,24.94017267559066,60.173822252298756
8682,2017-12-17 11:55:53,80,24.933986998696515,60.1904451169193
4582,2017-12-17 11:55:53,26,30.315720532756924,62.550595298867975
8675,2017-12-17 11:55:53,0,25.010276734432118,60.25057533953316
22,2017-12-17 11:55:53,34,22.849233627323915,62.78978350831823
142,2017-12-17 11:55:54,29,23.774011730551074,61.49514282601385
2618,2017-12-17 11:55:54,24,26.728836866051896,60.86624779385136
11214,2017-12-17 11:55:54,109,22.46837407391357,60.43073412139015
23,2017-12-17 11:55:54,167,22.940739747024054,62.58482749406953
711,2017-12-17 11:55:55,127,25.656125675511134,64.95416633763399
9665,2017-12-17 11:55:55,17,25.044880332032704,60.29357982525638
169,2017-12-17 11:55:55,151,24.784968662559596,60.77300029465552
53063,2017-12-17 11:55:55,74,22.967440299515868,62.37413834179933
9354,2017-12-17 11:55:55,80,24.955701492328114,60.22329065218798
63,2017-12-17 11:55:55,64,27.124950408964292,62.62995532287192
9660,2017-12-17 11:55:56,0,24.781323121414708,60.73476347736532
11313,2017-12-17 11:55:56,0,21.47032318291202,60.78949017845094
65680,2017-12-17 11:55:57,0,28.51585686254803,64.79347284885853
9835,2017-12-17 11:55:57,117,25.074051199097763,60.34288268255736
9379,2017-12-17 11:55:57,118,24.978690119062488,60.234651902820715
5418,2017-12-17 11:55:57,39,24.795407903732386,64.22007703775387
24,2017-12-17 11:55:58,0,25.482376031143982,65.01007945712533
170,2017-12-17 11:55:58,178,24.630709038564436,60.92846150611235
2688,2017-12-17 11:55:58,80,28.57010629997819,61.14145496933242
5412,2017-12-17 11:55:58,59,25.263635634859348,64.75507357532516
5220,2017-12-17 11:55:58,78,28.676031260335133,64.41949110536244
723,2017-12-17 11:55:58,117,27.58015181886164,62.246838313602765
2455,2017-12-17 11:55:59,21,26.76105346527308,60.86908393651505
416,2017-12-17 11:55:59,0,25.70435900200956,66.49816830390985
8515,2017-12-17 11:55:59,93,24.793803439971402,60.219120236260174
482,2017-12-17 11:55:59,97,24.39847592205263,62.36188710096234
5486,2017-12-17 11:55:59,44,22.82145135117452,63.60665076557208
9933,2017-12-17 11:55:59,0,25.658419299591714,60.97629275269794
8337,2017-12-17 11:56:07,1,24.600450116682232,60.18932177424274
443,2017-12-17 11:56:35,4,22.844365462706577,62.792178469559055
65,2017-12-17 11:56:37,121,25.10613250692166,60.4043007240008
2455,2017-12-17 11:56:44,25,26.76642400209487,60.86928594037941
5220,2017-12-17 11:56:44,78,28.69569805502709,64.42220772209221
5418,2017-12-17 11:56:44,42,24.790935571653527,64.21579753136204
416,2017-12-17 11:56:45,0,25.704358582917653,66.49816826200126
9080,2017-12-17 11:56:45,33,24.93351526517098,60.208147696387684
482,2017-12-17 11:56:45,77,24.395560444684083,62.352521455733715
5486,2017-12-17 11:56:45,44,22.811929425360013,63.60413879301338
9362,2017-12-17 11:56:46,41,25.049471687134158,60.30313410520915
3432,2017-12-17 11:56:47,79,24.201021082120654,61.610504970906995
3430,2017-12-17 11:56:47,76,23.219397291117975,61.466855160005906
9828,2017-12-17 11:56:47,101,25.135689200469443,60.485338197808
951,2017-12-17 11:56:47,119,24.634721755505733,60.201149021391686
5002,2017-12-17 11:56:47,65,22.777494890812086,63.340042584532824
53322,2017-12-17 11:56:47,0,23.771570836529214,61.477900999759754
5222,2017-12-17 11:56:48,80,26.92762945778198,64.5605064420067
8679,2017-12-17 11:56:48,44,24.854694446123396,60.262578392495456
6,2017-12-17 11:56:48,141,27.762376992233975,60.94448418457435
2087,2017-12-17 11:56:49,0,28.11454365989192,60.91175297846744
74,2017-12-17 11:56:49,155,25.50518637492447,60.91355906904495
66,2017-12-17 11:56:49,135,27.156722964789253,62.58189630094663
8512,2017-12-17 11:56:49,0,24.68188265293738,60.206020956089695
8108,2017-12-17 11:56:49,61,24.82076173605195,60.21893235590985
761,2017-12-17 11:56:50,41,29.77898284859666,62.6119816335521
9373,2017-12-17 11:56:50,0,25.078654707967534,60.35168812328085
424,2017-12-17 11:56:50,0,24.70695024303951,62.25537452757751
43,2017-12-17 11:56:50,168,23.747399942363415,61.42842539142893
9656,2017-12-17 11:56:50,0,25.105855408677613,60.40398126644205
9387,2017-12-17 11:56:51,0,24.94185307955176,60.173946304459925
716,2017-12-17 11:56:51,0,28.115829108627036,64.33750712383878
4582,2017-12-17 11:56:51,37,30.306257112624834,62.552897681933764
9368,2017-12-17 11:56:52,0,25.106383971500176,60.40411495779711
3043,2017-12-17 11:56:52,90,24.97279713806572,64.40065713660225
2718,2017-12-17 11:56:52,80,29.824286029421902,62.539912353805995
11337,2017-12-17 11:56:52,0,23.963754213798165,60.17593880850971
54334,2017-12-17 11:56:52,86,25.970836384000606,62.244620378207514
9072,2017-12-17 11:56:52,78,24.881165921269734,60.22723240978147
9661,2017-12-17 11:56:52,144,24.840148994264712,60.6531344275099
954,2017-12-17 11:56:52,144,22.961959838552932,60.40975955544612
8677,2017-12-17 11:56:52,115,24.89536796655125,60.30968292805614
5221,2017-12-17 11:56:52,45,29.846941978503665,64.52342154963267
9077,2017-12-17 11:56:52,94,25.022053224576954,60.258107611081726
3,2017-12-17 11:56:52,199,27.182045113356242,60.9030224300505
8682,2017-12-17 11:56:53,53,24.93258772377485,60.1994294274509
8336,2017-12-17 11:56:53,0,24.89404748153376,60.2181793676353
22,2017-12-17 11:56:54,72,22.86168098448362,62.78338626101491
8341,2017-12-17 11:56:54,0,24.9401697419211,60.17382153983877
2618,2017-12-17 11:56:55,24,26.736326096539788,60.86717893947405
142,2017-12-17 11:56:55,12,23.773770667016706,61.498781619724774
11214,2017-12-17 11:56:55,92,22.493682979028826,60.422591312037156
23,2017-12-17 11:56:55,179,22.941532842685824,62.611154255619994
8675,2017-12-17 11:56:56,61,25.00123626512764,60.2461297457354
9665,2017-12-17 11:56:56,79,25.04871061033565,60.30226858988794
9354,2017-12-17 11:56:56,0,24.946689270025754,60.220108127376804
63,2017-12-17 11:56:56,84,27.129236221350993,62.64129641781899
169,2017-12-17 11:56:56,188,24.768832241650784,60.79773675770573
711,2017-12-17 11:56:56,119,25.620488421613953,64.96323501203456
53063,2017-12-17 11:56:57,82,22.96372083000398,62.386167336747356
11313,2017-12-17 11:56:57,0,21.47032142270419,60.78949063945883
9660,2017-12-17 11:56:57,0,24.781323959593614,60.73476322590542
65680,2017-12-17 11:56:57,0,28.517486053059862,64.7985919704814
9073,2017-12-17 11:56:57,99,24.841700652194817,60.30793345722682
9835,2017-12-17 11:56:58,148,25.085201393435895,60.36213624938571
2688,2017-12-17 11:56:58,77,28.54779778086652,61.13539896047886
9379,2017-12-17 11:56:58,4,24.994651190550314,60.24273285375363
170,2017-12-17 11:56:58,176,24.65564008753774,60.90473447565406
24,2017-12-17 11:56:59,10,25.481724841085448,65.00965202197473
5412,2017-12-17 11:56:59,59,25.263635634859348,64.75507357532516
8515,2017-12-17 11:56:59,0,24.780202041881935,60.217700048502756
9933,2017-12-17 11:56:59,0,25.658419886327895,60.976292668878976
723,2017-12-17 11:56:59,121,27.612169347877188,62.2364982302266
24,2017-12-17 11:57:45,9,25.480543998572923,65.00882020190295
5412,2017-12-17 11:57:45,59,25.263635634859348,64.75507357532516
8515,2017-12-17 11:57:45,81,24.770696879861454,60.21718988396762
416,2017-12-17 11:57:45,0,25.70436126512935,66.49816629225126
723,2017-12-17 11:57:45,120,27.6346725786096,62.22768591633927
482,2017-12-17 11:57:45,0,24.395611825748833,62.34579200287282
9933,2017-12-17 11:57:45,0,25.658421227427425,60.976292668872425
443,2017-12-17 11:57:45,0,22.84352098594706,62.79263008649961
5486,2017-12-17 11:57:45,39,22.8012665548939,63.59995760634632
2455,2017-12-17 11:57:45,36,26.77561702204719,60.86955244299494
9080,2017-12-17 11:57:46,104,24.940283903443184,60.21696105801024
5220,2017-12-17 11:57:46,78,28.72243464976343,64.42543756274475
9362,2017-12-17 11:57:47,64,25.048296209044125,60.30059577156388
65,2017-12-17 11:57:47,131,25.10984712243188,60.426575273141204
53322,2017-12-17 11:57:47,0,23.771570417431565,61.47790041302339
3430,2017-12-17 11:57:47,84,23.19626198110099,61.46176826679047
5418,2017-12-17 11:57:47,51,24.78691209048405,64.20896376571635
46,2017-12-17 11:57:48,0,23.773410664276547,61.49756649522357
951,2017-12-17 11:57:48,119,24.60485267589464,60.19108585001866
8679,2017-12-17 11:57:49,3,24.85346213872507,60.27084131453539
3432,2017-12-17 11:57:49,80,24.179282532411168,61.60572099967866
5002,2017-12-17 11:57:49,0,22.780561074795788,63.337761156223024
5222,2017-12-17 11:57:49,80,26.95604436100298,64.56019861661473
74,2017-12-17 11:57:49,184,25.50843033909356,60.887983367940656
2087,2017-12-17 11:57:50,0,28.114534104509463,60.91175163736512
8108,2017-12-17 11:57:50,18,24.84191455835898,60.22080965075357
8512,2017-12-17 11:57:50,62,24.700555353899087,60.20720875559023
43,2017-12-17 11:57:51,168,23.740580593582997,61.45279807988617
6,2017-12-17 11:57:51,149,27.71974227409968,60.93842763090223
9373,2017-12-17 11:57:51,120,25.083486707507934,60.359975520483474
424,2017-12-17 11:57:51,0,24.706950410664167,62.25537461140338
4582,2017-12-17 11:57:52,45,30.293928925611006,62.555863241183566
954,2017-12-17 11:57:52,144,23.004554748194604,60.40358356060282
761,2017-12-17 11:57:52,49,29.784946321253294,62.61891007279595
716,2017-12-17 11:57:52,13,28.116580797705016,64.33716903977087
9072,2017-12-17 11:57:52,60,24.892538906585827,60.21863991130459
9656,2017-12-17 11:57:52,95,25.102760977666048,60.39537275853035
11337,2017-12-17 11:57:52,0,23.963752621231748,60.17593939524662
9387,2017-12-17 11:57:52,35,24.940609037466867,60.177191148722656
8677,2017-12-17 11:57:53,115,24.89536796655125,60.30968292805614
9661,2017-12-17 11:57:53,158,24.836525748969333,60.67707251429692
3043,2017-12-17 11:57:53,85,24.976192395577588,64.41404768789798
9077,2017-12-17 11:57:53,1,25.028802165383134,60.262815851815496
9368,2017-12-17 11:57:53,0,25.106387240442995,60.40411960975856
2718,2017-12-17 11:57:53,74,29.829830071640536,62.528648919977044
3,2017-12-17 11:57:53,200,27.243157150304782,60.905768928255405
54334,2017-12-17 11:57:53,72,25.947516755905554,62.244642967430636
8341,2017-12-17 11:57:54,35,24.939714604593767,60.17719533967189
8336,2017-12-17 11:57:54,103,24.90471932064802,60.214908707112926
143,2017-12-17 11:57:54,0,23.773948866283295,61.497669424998
8682,2017-12-17 11:57:54,7,24.932020185106264,60.20082463714923
9828,2017-12-17 11:57:54,145,25.131754064559498,60.466542701979684
11214,2017-12-17 11:57:55,93,22.52238043613242,60.423536204008236
22,2017-12-17 11:57:56,96,22.88393211359609,62.77531436162715
8675,2017-12-17 11:57:56,0,24.99338116456523,60.2419830506065
5221,2017-12-17 11:57:56,59,29.829240907755292,64.52088728120712
169,2017-12-17 11:57:56,193,24.753020954795236,60.82560729818114
23,2017-12-17 11:57:56,191,22.94229551205615,62.63933337584964
66,2017-12-17 11:57:56,138,27.17539876705789,62.560140149285346
2618,2017-12-17 11:57:56,30,26.744618229545193,60.868056147552025
142,2017-12-17 11:57:57,0,23.773807798851866,61.49884578319657
63,2017-12-17 11:57:57,97,27.147277832076103,62.65172961483081
9665,2017-12-17 11:57:57,123,25.05558997354913,60.31709751768073
711,2017-12-17 11:57:57,117,25.577761334897062,64.96536250668986
9073,2017-12-17 11:57:57,12,24.844129392444042,60.29471460920845
9354,2017-12-17 11:57:57,51,24.94021508802607,60.21677531504031
65680,2017-12-17 11:57:58,0,28.519314984339097,64.80358859059982
9660,2017-12-17 11:57:58,33,24.783243499242506,60.732779983798494
11313,2017-12-17 11:57:58,4,21.47026509630924,60.789473414646814
9835,2017-12-17 11:57:58,127,25.098237264532397,60.382324272695215
53063,2017-12-17 11:57:59,65,22.96042380839068,62.39696096490378
2688,2017-12-17 11:57:59,74,28.52775287850776,61.13027560599166
170,2017-12-17 11:57:59,179,24.684080974658755,60.88226406012476
9379,2017-12-17 11:57:59,98,25.003146165585683,60.24706868652493
711,2017-12-17 11:58:12,113,25.567823582856192,64.9661457117203
53063,2017-12-17 11:58:44,62,22.958341408372828,62.40417443075831
2688,2017-12-17 11:58:45,79,28.51122577710706,61.126419427623965
4582,2017-12-17 11:58:45,44,30.282789711581852,62.55857390675942
723,2017-12-17 11:58:45,92,27.661412609921783,62.21702941611594
24,2017-12-17 11:58:45,36,25.47547202514613,65.0050434420706
8515,2017-12-17 11:58:46,0,24.753259084675726,60.216032385052294
5412,2017-12-17 11:58:46,59,25.263635634859348,64.75507357532516
2455,2017-12-17 11:58:46,46,26.78903192279837,60.869965628908716
5486,2017-12-17 11:58:46,32,22.792110834454363,63.59619572438257
443,2017-12-17 11:58:46,0,22.84355912361433,62.792624135349556
9933,2017-12-17 11:58:46,0,25.658421646538077,60.97629342324965
416,2017-12-17 11:58:46,0,25.704363109137187,66.49816394532527
5418,2017-12-17 11:58:47,57,24.782447721225648,64.2008997881527
9080,2017-12-17 11:58:47,12,24.947830885240705,60.22080365769688
65,2017-12-17 11:58:48,138,25.120144290478613,60.44513481839634
9362,2017-12-17 11:58:48,0,25.04460314251133,60.29230824863095
